100000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	a	k	e	0	0	0	0
100000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	a	k	i	n	g	0	0
100000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	o	o	k	0	0	0	0
100000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	r	o	l	0
100000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	r	o	l	s
100000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	r	o	l	l
100000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	r	o	l	l
100000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	f	0	0	0	0	0	0
100000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y	o	u	r	0	0	0	0
100000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	w	n	0	0	0	0	0
100000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	w	n	s	0	0	0	0
100000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	w	n	i	n	g	0	0
100000013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	w	n	e	d	0	0	0
100000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	y	s	q	l	0	0	0
100000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	e	a	t	u	r	e	s
100000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	h	i	s	0	0	0	0
100000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	h	e	s	e	0	0	0
100000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	a	n	u	a	l	0	0
100000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	a	n	u	a	l	s	0
100000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d	e	s	c	r	i	b	e
100000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	h	a	t	0	0	0	0
100000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	h	o	s	e	0	0	0
100000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a	r	e	0	0	0	0	0
100000024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b	e	i	n	g	0	0	0
100000025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	w	e	r	e	0	0	0	0
100000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	n	o	t	0	0	0	0	0
100000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	i	n	c	l	u	d	e	d
100000028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	i	n	0	0	0	0	0	0
100000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	i	n	s	0	0	0	0	0
100000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	e	v	e	r	y	0	0	0
100000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	e	d	i	t	i	o	n	0
100000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	e	d	i	t	i	o	n	s
100000033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	s	u	c	h	0	0	0	0
100000034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	a	y	0	0	0	0	0
100000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	a	y	i	n	g	0	0
100000036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	i	g	h	t	0	0	0
100000037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	b	e	0	0	0	0	0	0
100000038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	w	a	s	0	0	0	0	0
100000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	h	e	0	0	0	0	0
100000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	l	i	c	e	n	s	e	d
100000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	t	o	0	0	0	0	0	0
100000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y	o	u	0	0	0	0	0
100000043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	y	o	u	s	0	0	0	0
100000044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	i	f	s	0	0	0	0	0
100000045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	h	a	v	e	0	0	0	0
100000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	h	a	v	i	n	g	0	0
100000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	h	a	d	0	0	0	0	0
100000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a	n	y	0	0	0	0	0
100000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	q	u	e	s	t	i	o	n
100000050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a	b	o	u	t	0	0	0
100000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r	e	f	e	r	0	0	0
100000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r	e	f	e	r	r	i	n
100000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	r	e	f	e	r	r	e	d
100000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	l	i	c	e	n	s	e	0
100000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	l	i	c	e	n	s	e	s
100000056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	l	i	c	e	n	s	i	n
100000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a	g	r	e	e	m	e	n
100000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	a	g	r	e	e	m	e	n
100000059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	r	0	0	0	0	0	0
100000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	a	c	t	0
100000061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	a	c	t	i
100000062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c	o	n	t	a	c	t	e
100000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	r	a	c	l	e	0	0
100000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	o	r	a	c	l	e	s	0
