994560	花乡	0	36
994628	华北电力大学	0	17
995019	画中游	0	3
995097	怀柔区	0	9
995241	黄村镇	0	4
995245	黄帝城	0	4
995246	黄帝陵	0	24
995298	黄寺	0	2
995330	黄崖关	0	3
995427	回音壁	0	14
995499	惠新东街	0	5
995669	货站	0	3
995703	积水潭	0	10
995708	鸡冠子	0	7
995712	吉百利	0	3
995760	吉祥寺	0	6
995772	吉野家	0	3
996143	健康报	0	30
996211	建国门	0	12
996377	焦庄户	0	3
996423	交响乐团	0	310
996437	搅拌站	0	3
996525	戒台寺	0	2
996543	金百万	0	3
996738	金海湖	0	16
997071	金台路	0	3
997319	今生今世	0	58
997527	京东方	0	32
997632	京客隆	0	3
997740	京顺路	0	3
997919	景山公园	0	2
997941	景阳宫	0	4
997944	景园	0	5
998052	九渡河镇	0	10
998136	酒仙桥	0	6
998154	旧宫	0	10
998178	旧县	0	12
998189	居庸关	0	173
998344	军事博物馆	0	10
998345	军事科学院	0	44
998347	军屯	0	63
998422	咖啡茶	0	3
998423	咖啡店	0	28
998424	咖啡猫	0	3
998428	咖啡屋	0	13
998589	康复中心	0	3
998683	康西草原	0	2
998806	科学出版社	0	12
998874	空军指挥学院	0	54
998949	宽街	0	3
998981	坤宁宫	0	224
998987	昆明湖	0	54
999124	蓝旗营	0	2
999227	廊坊	0	62
999254	朗润园	0	2
999271	劳动人民文化宫	0	775
999634	礼士路	0	3
999756	历史博物馆	0	100
999870	联邦快递	0	3
999967	练习场	0	9
999971	凉水河	0	3
1000006	良乡	0	27
1000078	两间房	0	3
1000175	临清	0	117
1000245	琉璃河	0	50
1000400	六渡桥	0	3
1000426	六里桥	0	9
1000436	六里屯	0	4
1000496	龙河	0	12
1000568	龙庆峡	0	7
1000609	龙潭湖	0	9
1000844	卢沟桥	0	88
1000895	鲁迅故居	0	7
1000896	鲁迅文学院	0	2
1000935	鹿港	0	6
1001120	罗道庄	0	2
1001235	马坊	0	3
1001262	马家堡	0	4
1001279	马驹桥	0	3
1001336	马神庙	0	2
1001371	麦克斯	0	67
1001438	漫水桥	0	2
1001462	毛主席纪念堂	0	918
1001482	梅沟营	0	4
1001593	美廉美	0	3
1001694	门头沟区	0	9
1001868	密云水库	0	15
1001884	密云县	0	34
1001948	妙峰山	0	5
1002014	民族文化宫	0	2
1002066	明十三陵	0	3
1002208	慕田峪长城	0	20
1002215	木城涧	0	3
1002219	木林	0	4
1002240	木樨地	0	2
1002253	目的地	0	1471
1002363	南房	0	2
1002419	南河沿	0	5
1002432	南湖渠	0	3
1002457	南极星	0	3
1002472	南口	0	577
1002589	南台	0	24
1002608	南小街	0	3
1002619	南校区	0	2
1002626	南行	0	111
1002755	宁寿宫	0	16
1002833	农家院	0	5
1002850	农学院	0	101
1002886	欧莱雅	0	49
1002944	潘家园	0	102
1002968	庞各庄	0	7
1003051	啤酒屋	0	3
1003114	平安保险	0	24
1003121	平安里	0	73
1003155	平谷	0	23
1003171	平谷区	0	4
1003280	蒲黄榆	0	3
1003366	七十年代	0	14
1003381	漆园	0	3
1003387	棋牌乐	0	3
1003447	祈年殿	0	25
1003498	汽车团	0	4
1003500	汽车修理	0	3
1003753	桥梓	0	3
1003777	俏江南	0	3
1003859	青龙湖	0	6
1003870	青龙峡	0	4
1003881	青年城	0	3
1003992	清城	0	8
1004028	清华大学出版社	0	2
1004196	秋爽斋	0	9
1004258	全国妇联	0	83
1004373	人民大学	0	42
1004380	人民教育出版社	0	17
1004386	人民日报社	0	67
1004387	人民卫生出版社	0	3
1004389	人民邮电出版社	0	5
1004435	日坛公园	0	2
1004537	汝矣岛	0	3
1004821	三里屯	0	27
1005024	沙井	0	5
1005056	沙子口	0	3
1005141	山羊洼	0	3
1005181	商务印书馆	0	184
1005183	商学院	0	388
1005379	芍药居	0	2
1005388	少年儿童出版社	0	2
1005391	少年之家	0	2
1005415	社科院	0	75
1005456	神路街	0	2
1005705	十八里店	0	3
1005719	十渡	0	5
1005738	十里堡	0	7
1005769	十三陵水库	0	10
1005783	石板房	0	2
1005790	石城	0	30
1005794	石幢	0	2
1005815	石湖	0	521
1005817	石花洞	0	4
1005828	石景山	0	41
1005839	石景山路	0	2
1005843	石景山区	0	27
1005859	石景山游乐园	0	2
1005880	石楼	0	9
1005889	石门山	0	6
1005914	石匣	0	80
1005917	石油大学	0	12
1005980	什刹海	0	30
1006135	世界知识出版社	0	5
1006214	首都博物馆	0	3
1006219	首都国际机场	0	27
1006222	首都机场	0	107
1006226	首都剧场	0	5
1006228	首都师范大学	0	22
1006231	首都体育馆	0	3
1006235	首都图书馆	0	2
1006236	首都医科大学	0	17
1006306	寿皇殿	0	26
1006315	售楼处	0	3
1006317	售票	0	183
1006318	售票处	0	45
1006323	枢纽站	0	11
1006486	双林寺	0	5
1006534	双泉堡	0	2
1006548	双塔寺	0	3
1006647	水街	0	25
1006649	水晶城	0	2
1006706	水源路	0	3
1006727	水碓子	0	3
1006867	顺义区	0	10
1006948	斯巴鲁	0	3
1006992	司马台	0	2
1006993	司马台长城	0	7
1007072	四惠	0	3
1007137	四世同堂	0	16
1007229	松竹梅	0	3
1007235	宋庆龄基金会	0	12
1007271	苏峪口	0	3
1007272	苏园	0	24
1007283	苏州街	0	3
1007344	塔河	0	37
1007356	塔院	0	10
1007464	太白楼	0	3
1007552	太阳宫	0	20
1007610	潭柘寺	0	7
1007718	陶然亭	0	35
1007747	特价机票	0	3
1007794	体检中心	0	3
1007834	天安门城楼	0	6323
1008016	天津站	0	14
1008019	天开	0	19
1008161	天坛	0	389
1008168	天坛公园	0	9
1008297	天行健	0	5
1008360	天云山	0	5
1008447	田径场	0	8
1008495	铁道口	0	3
1008543	铁桥	0	25
1008588	通惠河	0	29
1008615	通县	0	47
1008630	通州	0	306
1008673	通州区	0	18
1008827	筒子河	0	4
1008845	土坝	0	25
1008911	洼里	0	12
1008919	娃哈哈	0	5
1008933	外交学院	0	28
1008946	外文出版社	0	11
1008967	宛平城	0	9
1009053	万杰医院	0	18
1009130	万泉寺	0	3
1009167	万寿寺	0	8
1009231	王府井	0	183
1009233	王府井大街	0	140
1009384	望京	0	17
1009576	魏公村	0	2
1009647	温泉浴	0	6
1009650	温泉镇	0	2
1009783	卧佛寺	0	30
1009864	武英门	0	34
1009874	五道口	0	3
1009901	五环路	0	6
1009920	五里店	0	3
1009945	五十年代	0	10
1009969	午门	0	3000
1009973	舞蹈学院	0	8
1009984	雾灵山	0	22
1010000	物流园	0	3
1010023	西安门	0	3
1010031	西坝河	0	3
1010068	西便门	0	397
1010074	西饼屋	0	3
1010088	西餐厅	0	30
1010108	西城区	0	59
1010160	西单	0	200
1010207	西段	0	144
1010210	西二旗	0	2
1010222	西峰山	0	3
1010225	西府	0	25
1010235	西贡	0	60
1010268	西红门	0	3
1010318	西黄寺	0	8
1010335	西交民巷	0	129
1010362	西兰岛	0	4
1010392	西罗园	0	3
1010454	西三旗	0	3
1010516	西四	0	91
1010568	西五环	0	3
1010580	西校区	0	2
1010592	西行	0	8
1010674	西直门	0	436
1010800	洗衣店	0	8
1010818	霞云岭	0	2
1010937	先农坛	0	142
1010938	先农坛体育场	0	7
1010964	仙姿	0	3
1010979	咸福宫	0	7
1010997	现代出版社	0	5
1011068	香河园	0	2
1011132	香堂	0	4
1011345	橡胶地板	0	3
1011417	小白桦	0	3
1011503	小红门	0	3
1011541	小口	0	3
1011596	小清河	0	19
1011627	小汤山	0	6
1011722	小园	0	2
1011747	校场口	0	5
1011840	辛店村	0	3
1011912	新东安市场	0	4
1011951	新馆	0	50
1011986	新华通讯社	0	25
1012073	新立屯	0	8
1012128	新世界	0	144
1012224	新镇	0	9
1012229	新中街	0	3
1012302	星巴克	0	29
1012597	休息日	0	59
1012606	修车	0	24
1012634	徐悲鸿纪念馆	0	6
1012691	宣武门	0	355
1012703	宣武区	0	36
1012735	宣武医院	0	4
1012783	学院派	0	50
1012853	雅宝路	0	3
1012935	亚当夏娃	0	3
1012970	亚太	0	84
1012982	亚运村	0	36
1013008	烟雨楼	0	3
1013019	延庆	0	279
1013077	延庆县	0	27
1013123	炎黄艺术馆	0	3
1013326	雁栖湖	0	18
1013378	杨宋镇	0	2
1013572	养心殿	0	183
1013575	养鱼池	0	6
1013648	夜大	0	29
1013650	夜时尚	0	3
1013653	液压件	0	3
1013718	一汽大众	0	2
1013743	一站	0	303
1014011	亦庄	0	9
1014131	音乐厅	0	294
1014255	英华殿	0	19
1014257	英皇道	0	3
1014378	雍和宫	0	47
1014417	永安寺	0	2
1014433	永定路	0	2
1014563	永泰	0	42
1014722	右安门	0	9
1014768	于家务	0	3
1015000	玉渊潭公园	0	5
1015032	郁陵岛	0	2
1015042	峪口	0	26
1015204	元大都	0	1319
1015251	园林机械	0	3
1015274	圆明园遗址公园	0	5
1015324	远大路	0	3
1015495	云峰山	0	3
1015503	云岗	0	3
1015552	云蒙峡	0	3
1015654	皂君庙	0	3
1015683	斋宫	0	139
1015684	斋堂	0	12
1015692	宅急送	0	3
1015874	照相馆	0	85
1015914	真功夫	0	3
1015937	真武庙	0	3
1015962	镇国寺	0	8
1015994	正蓝旗	0	165
1016011	正阳门	0	2258
1016020	正义路	0	4
1016075	知春里	0	3
1016077	知春路	0	3
1016090	知足者	0	3
1016151	智化寺	0	12
1016285	中国残联	0	17
1016290	中国大饭店	0	4
1016294	中国地图出版社	0	4
1016296	中国地质大学	0	541
1016298	中国地质学会	0	8
1016312	中国东方航空	0	2
1016318	中国佛教协会	0	12
1016319	中国佛学院	0	4
1016325	中国歌剧舞剧院	0	9
1016327	中国革命博物馆	0	390
1016350	中国花卉协会	0	2
1016353	中国画研究院	0	8
1016365	中国交响乐团	0	8
1016367	中国教育电视台	0	15
1016374	中国剧院	0	5
1016377	中国科技馆	0	11
1016383	中国矿业大学	0	10
1016388	中国旅游出版社	0	3
1016393	中国美术馆	0	13
1016407	中国农业科学院	0	17
1016412	中国企业家协会	0	3
1016413	中国企业联合会	0	9
1016417	中国人民大学	0	139
1016435	中国书店	0	6
1016436	中国书法家协会	0	8
1016446	中国铁路文工团	0	2
1016453	中国文化书院	0	2
1016454	中国文联	0	68
1016457	中国戏剧出版社	0	5
1016458	中国戏剧家协会	0	16
1016459	中国戏曲学院	0	10
1016460	中国现代文学馆	0	7
1016462	中国消费者协会	0	16
1016472	中国艺术研究院	0	10
1016473	中国音乐学院	0	8
1016485	中国政法大学	0	62
1016498	中国作家协会	0	81
1016557	中华全国总工会	0	72
1016560	中华世纪坛	0	11
1016664	中日友好医院	0	24
1016747	中央芭蕾舞团	0	3
1016748	中央编译出版社	0	4
1016752	中央档案馆	0	14
1016756	中央歌剧院	0	7
1016758	中央纪委	0	38
1016760	中央美术学院	0	71
1016762	中央民族大学	0	19
1016765	中央实验话剧院	0	2
1016766	中央团校	0	3
1016767	中央文献出版社	0	2
1016768	中央音乐学院	0	45
1016848	钟粹宫	0	20
1016915	周口店	0	110
1016944	珠海	0	366
