7754414	经办人	4273	499	107	0	0	0	0	0	23	2	211	0	0	0	0	0	j	b	r	0	0	0	0	0	15
7754415	经不起	4273	10	5572	0	0	0	0	0	23	40	166	0	0	0	0	0	j	b	q	0	0	0	0	0	182
7754420	京东	101	22	0	0	0	0	0	0	23	14	0	0	0	0	0	0	j	d	0	0	0	0	0	0	70
7754422	京丰	101	34	0	0	0	0	0	0	23	227	0	0	0	0	0	0	j	f	0	0	0	0	0	0	3
7754423	井盖	86	3730	0	0	0	0	0	0	23	82	0	0	0	0	0	0	j	g	0	0	0	0	0	0	2
7754424	精光	4195	346	0	0	0	0	0	0	23	308	0	0	0	0	0	0	j	g	0	0	0	0	0	0	221
7754426	惊呼	1869	730	0	0	0	0	0	0	23	213	0	0	0	0	0	0	j	h	0	0	0	0	0	0	679
7754428	井里	86	5964	0	0	0	0	0	0	23	21	0	0	0	0	0	0	j	l	0	0	0	0	0	0	32
7754429	经历	4273	597	0	0	0	0	0	0	23	21	0	0	0	0	0	0	j	l	0	0	0	0	0	0	5266
7754431	竞拍	4049	2047	0	0	0	0	0	0	23	333	0	0	0	0	0	0	j	p	0	0	0	0	0	0	29
7754433	惊险	1869	6285	0	0	0	0	0	0	23	76	0	0	0	0	0	0	j	x	0	0	0	0	0	0	183
7754434	惊醒	1869	5949	0	0	0	0	0	0	23	87	0	0	0	0	0	0	j	x	0	0	0	0	0	0	582
7754435	敬业	2294	20	0	0	0	0	0	0	23	141	0	0	0	0	0	0	j	y	0	0	0	0	0	0	380
7754436	精液	4195	3026	0	0	0	0	0	0	23	141	0	0	0	0	0	0	j	y	0	0	0	0	0	0	129
7754437	敬重	2294	5965	0	0	0	0	0	0	23	297	0	0	0	0	0	0	j	z	0	0	0	0	0	0	502
7754438	精装	4195	5243	0	0	0	0	0	0	23	212	0	0	0	0	0	0	j	z	0	0	0	0	0	0	24
7754448	九点半	63	3239	561	0	0	0	0	0	70	71	2	0	0	0	0	0	j	d	b	0	0	0	0	0	3
7754460	旧料	2338	2306	0	0	0	0	0	0	70	274	0	0	0	0	0	0	j	l	0	0	0	0	0	0	3
7754465	救人	2283	107	0	0	0	0	0	0	70	211	0	0	0	0	0	0	j	r	0	0	0	0	0	0	548
7754469	酒席	5914	1590	0	0	0	0	0	0	70	168	0	0	0	0	0	0	j	x	0	0	0	0	0	0	275
7754472	揪心	2180	1745	0	0	0	0	0	0	70	275	0	0	0	0	0	0	j	x	0	0	0	0	0	0	69
7754476	举报	43	2027	0	0	0	0	0	0	131	192	0	0	0	0	0	0	j	b	0	0	0	0	0	0	535
7754480	剧场版	485	1011	3335	0	0	0	0	0	131	80	2	0	0	0	0	0	j	c	b	0	0	0	0	0	3
7754484	句号	636	652	0	0	0	0	0	0	131	3	0	0	0	0	0	0	j	h	0	0	0	0	0	0	142
7754486	聚聚	4480	4480	0	0	0	0	0	0	131	131	0	0	0	0	0	0	j	j	0	0	0	0	0	0	3
7754487	举例	43	221	0	0	0	0	0	0	131	21	0	0	0	0	0	0	j	l	0	0	0	0	0	0	275
7754488	局面	1444	6365	0	0	0	0	0	0	131	237	0	0	0	0	0	0	j	m	0	0	0	0	0	0	3704
7754491	沮丧	2896	28	0	0	0	0	0	0	131	296	0	0	0	0	0	0	j	s	0	0	0	0	0	0	535
7754492	局势	1444	515	0	0	0	0	0	0	131	29	0	0	0	0	0	0	j	s	0	0	0	0	0	0	1974
7754493	据说	2128	5407	0	0	0	0	0	0	131	229	0	0	0	0	0	0	j	s	0	0	0	0	0	0	2890
7754495	具体	368	190	0	0	0	0	0	0	131	5	0	0	0	0	0	0	j	t	0	0	0	0	0	0	9769
7754499	据我所知	2128	1954	1976	3816	0	0	0	0	131	109	242	45	0	0	0	0	j	w	s	z	0	0	0	0	3
7754500	局域网	1444	1084	4376	0	0	0	0	0	131	36	234	0	0	0	0	0	j	y	w	0	0	0	0	0	133
7754501	剧中	485	33	0	0	0	0	0	0	131	297	0	0	0	0	0	0	j	z	0	0	0	0	0	0	237
7754502	剧终	485	4266	0	0	0	0	0	0	131	297	0	0	0	0	0	0	j	z	0	0	0	0	0	0	5
7754504	卷毛	590	2801	0	0	0	0	0	0	112	110	0	0	0	0	0	0	j	m	0	0	0	0	0	0	3
7754506	绝笔	4286	4069	0	0	0	0	0	0	27	42	0	0	0	0	0	0	j	b	0	0	0	0	0	0	40
7754511	决定	399	1367	0	0	0	0	0	0	27	137	0	0	0	0	0	0	j	d	0	0	0	0	0	0	32770
7754512	绝对	4286	1410	0	0	0	0	0	0	27	195	0	0	0	0	0	0	j	d	0	0	0	0	0	0	5260
